place_id,name,formatted_address,city,state,postal_code,phone_national,phone_international,website,lat,lng,types
ChIJm0_1w91ZzpQRvaLhNVAqnOw,Esferium | 25 de Março,"R. da Cantareira, 415 - Centro Histórico de São Paulo, São Paulo - SP, 01024-100, Brazil",São Paulo,SP,01024-100,(11) 3326-6075,+55 11 3326-6075,http://www.esferium.com.br/,-23.5405502,-46.6296876,electronics_store|store|point_of_interest|establishment
ChIJAQCwJKZZzpQRF7g2ol9U4f0,Videokê Liberdade,"R:Galvão Bueno, 17 e 19-Subsolo - loja 64 - Liberdade, São Paulo - SP, 01506-000, Brazil",São Paulo,SP,01506-000,(11) 3341-1800,+55 11 3341-1800,http://www.videokeliberdade.com.br/,-23.5558126,-46.6353126,electronics_store|store|point_of_interest|establishment
ChIJi9N7iepZzpQRGBEEh3Eh1xg,Home eletronicos,"R. Barão de Duprat, 115 - Centro Histórico de São Paulo, São Paulo - SP, 01023-001, Brazil",São Paulo,SP,01023-001,(11) 98635-8472,+55 11 98635-8472,,-23.5431369,-46.6310455,electronics_store|store|point_of_interest|establishment
ChIJGThx81dYzpQRvGknu5bYIIE,Eletrovoo,"R. Florêncio de Abreu, 631 - Luz, São Paulo - SP, 01029-001, Brazil",São Paulo,SP,01029-001,(11) 3313-3917,+55 11 3313-3917,,-23.5385529,-46.6330649,electronics_store|store|point_of_interest|establishment
ChIJXVQQjOBZzpQRPWXVASHy7Mg,Store Acessórios,"Supermercado Extra quiosque 6 - Av. Brigadeiro Luís Antônio, 2013 - Bela Vista, São Paulo - SP, 01262-010, Brazil",São Paulo,SP,01262-010,(11) 98146-4721,+55 11 98146-4721,http://www.kotyia.com/,-23.5664239,-46.6469243,electronics_store|store|point_of_interest|establishment
ChIJa966_dBZzpQRwtn5uOJv4Pw,BY eletrônico,"Av. Paulista, 1941 - Bela Vista, São Paulo - SP, 01311-300, Brazil",São Paulo,SP,01311-300,(11) 96421-4277,+55 11 96421-4277,,-23.559912900000004,-46.659317099999996,electronics_store|store|point_of_interest|establishment
ChIJD7fxQTtZzpQRyJjNyvoRcHE,Kjg eletrônicos,"R. Carlos Sampaio, 331 - loja 21/22 - Bela Vista, São Paulo - SP, 01333-021, Brazil",São Paulo,SP,01333-021,,,,-23.568475799999998,-46.6466754,electronics_store|store|point_of_interest|establishment
ChIJw8LDfb5ZzpQRfe0sE6Hy4fs,Americanas Express,"Av. Paulista, 320 - Bela Vista, São Paulo - SP, 01310-000, Brazil",São Paulo,SP,01310-000,,,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_527&utm_content=mn_00_00_go_pacotelocal,-23.5690573,-46.646808899999996,department_store|cell_phone_store|clothing_store|electronics_store|point_of_interest|home_goods_store|store|establishment
ChIJi___N1JYzpQRi562ZD8mAY0,Americanas,"R. Cel. Xavier de Toledo, 23 - Vila Buarque, São Paulo - SP, 01048-100, Brazil",São Paulo,SP,01048-100,,,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_149&utm_content=mn_00_00_go_pacotelocal,-23.546576599999998,-46.638631499999995,department_store|cell_phone_store|electronics_store|home_goods_store|clothing_store|store|point_of_interest|establishment
ChIJVdQv7KlZzpQRDpNYbsD6zgg,Hyper JTD Eletrônicos - A melhor loja de receptores na Santa Ifigênia,"R. Antônio de Godói, 122 - sl 133 - Santa Ifigênia, São Paulo - SP, 01034-001, Brazil",São Paulo,SP,01034-001,(11) 95598-8285,+55 11 95598-8285,http://hypercompras.com.br/,-23.5419796,-46.6368613,electronics_store|store|point_of_interest|establishment
ChIJEYGjhFZYzpQRMkTBKC0Jth8,Lojas Santa Ifigênia,"Viaduto Santa Ifigênia, 70 - Centro Histórico de São Paulo, São Paulo - SP, 01033-050, Brazil",São Paulo,SP,01033-050,(11) 2050-2228,+55 11 2050-2228,https://www.lojassantaifigenia.com.br/,-23.5431565,-46.634821099999996,electronics_store|store|point_of_interest|establishment
ChIJHyBA9y9ZzpQRKwWYWzLAIGI,S&P Eletrônicos,"R. Santa Ifigênia, 73 - Loja 28 - Santa Ifigênia, São Paulo - SP, 01207-001, Brazil",São Paulo,SP,01207-001,,,,-23.5409758,-46.6376132,electronics_store|point_of_interest|store|establishment
ChIJ4fYYlJ9ZzpQRCS6ndIrwLoQ,Americanas Express,"Av. da Liberdade, 863 - Liberdade, São Paulo - SP, 01503-001, Brazil",São Paulo,SP,01503-001,,,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_525&utm_content=mn_00_00_go_pacotelocal,-23.560299699999998,-46.637781,department_store|cell_phone_store|electronics_store|home_goods_store|clothing_store|store|point_of_interest|establishment
ChIJafLTfb1ZzpQRX7Abc6BF_Ew,Fast Shop - Paulista,"R. Treze de Maio, 1947 - Bela Vista, São Paulo - SP, 01327-001, Brazil",São Paulo,SP,01327-001,(11) 3468-4550,+55 11 3468-4550,https://www.fastshop.com.br/web/,-23.5707086,-46.6425724,electronics_store|store|point_of_interest|establishment
ChIJgQJvu1tZzpQRL7kqXSjlLv4,Technoshop,"Rua Glicério - Liberdade, São Paulo - SP, 01514-000, Brazil",São Paulo,SP,01514-000,(11) 95060-2889,+55 11 95060-2889,,-23.5540949,-46.628087,electronics_store|store|point_of_interest|establishment
ChIJFWpcHZ9ZzpQRPp_9dpNEBDQ,1Eletro®,"Av. Paulista, 807 - Bela Vista, São Paulo - SP, 01311-100, Brazil",São Paulo,SP,01311-100,(11) 91901-5182,+55 11 91901-5182,https://www.1eletro.com.br/,-23.5666017,-46.6508013,electronics_store|store|point_of_interest|establishment
ChIJT94UcshZzpQRPfzEe6jlT-s,Fast Shop - Cidade São Paulo,"Av. Paulista, 1230 - PISO 1 - Bela Vista, São Paulo - SP, 01310-100, Brazil",São Paulo,SP,01310-100,(11) 3232-3000,+55 11 3232-3000,https://www.fastshop.com.br/web,-23.563522,-46.652687199999995,electronics_store|point_of_interest|home_goods_store|store|establishment
ChIJbYodeG1XzpQR5EguejuUrsw,Boutique Electronics,"Av. Brig. Faria Lima, 2232 - Loja W-2 - Pinheiros, São Paulo - SP, 01489-900, Brazil",São Paulo,SP,01489-900,(11) 3815-0494,+55 11 3815-0494,https://linktr.ee/boutiquedoseletronicos,-23.5766134,-46.6870429,electronics_store|store|point_of_interest|establishment
ChIJdcG0WaRZzpQRkfaMWkhO_Lk,wallmar eletronicos,"R. Santa Ifigênia, 185 - Loja-04 A - Santa Ifigênia, São Paulo - SP, 01207-001, Brazil",São Paulo,SP,01207-001,(11) 95831-0194,+55 11 95831-0194,,-23.540107799999998,-46.638185199999995,electronics_store|store|point_of_interest|establishment
ChIJ17PJvs1ZzpQR2OS0_Jda2qc,AGL & DCR ELETRONICOS,"Av. Paulista, 392 - 43 - Bela Vista, São Paulo - SP, 01333-020, Brazil",São Paulo,SP,01333-020,(11) 3262-5453,+55 11 3262-5453,https://api.whatsapp.com/send/?phone=551132625453&text&type=phone_number&app_absent=0,-23.5684765,-46.647298799999994,electronics_store|store|point_of_interest|establishment
ChIJsxt6ycRQzpQR1p5pOWvWnjU,Boutique dos Eletrônicos,"Subsolo - Alameda de Serviços - R. Palestra Itália, 500 - Perdizes, São Paulo - SP, 05005-030, Brazil",São Paulo,SP,05005-030,(11) 5092-3508,+55 11 5092-3508,https://linktr.ee/boutiquedoseletronicos,-23.526426999999998,-46.680881,electronics_store|store|point_of_interest|establishment
ChIJ8UxI46hZzpQRnXUNmgGkfaI,Camila Eletrônicos,"R. Galvão Bueno, 17 - Liberdade, São Paulo - SP, 01506-030, Brazil",São Paulo,SP,01506-030,(11) 95159-7663,+55 11 95159-7663,,-23.5557406,-46.6350681,electronics_store|store|point_of_interest|establishment
ChIJ393qXApZzpQRNj89TbTXY2k,Paulista Premium Eletrônicos E Informática Em Geral,"Av. Paulista, 486 - Loja A - Bela Vista, São Paulo - SP, 01311-200, Brazil",São Paulo,SP,01311-200,(11) 96069-4945,+55 11 96069-4945,,-23.5679476,-46.6478371,electronics_store|store|point_of_interest|establishment
ChIJybrVKvFZzpQRF72FuFJZDw4,Nana Eletrônicos e acessórios,"Rua Galvão Bueno numero 200 Galeria Lote - Box 01 - Liberdade, São Paulo - SP, 01506-000, Brazil",São Paulo,SP,01506-000,(11) 93427-9357,+55 11 93427-9357,,-23.5572831,-46.6352292,electronics_store|store|point_of_interest|establishment
ChIJjxPILktZzpQRgI4ljqEWAPw,Jaguar Eletrônicos,"Av. Paulista, 392 - Loja 17A - Bela Vista, São Paulo - SP, 01310-000, Brazil",São Paulo,SP,01310-000,(11) 94749-8738,+55 11 94749-8738,https://api.whatsapp.com/send/?phone=5511947498738&text&type=phone_number&app_absent=0,-23.5684765,-46.647298799999994,electronics_store|store|point_of_interest|establishment
ChIJYWaY5qhZzpQRVfNzeddLNUQ,Junior Eletrônicos,"Av. da Liberdade, 363 - Loja 24 - Liberdade, São Paulo - SP, 01503-000, Brazil",São Paulo,SP,01503-000,(11) 3271-6721,+55 11 3271-6721,,-23.5560953,-46.636019,electronics_store|store|point_of_interest|establishment
ChIJt0uIBBtZzpQRTW5CjvbR9_0,D. Romano Eletrônicos,"Shopping Boulevard Monti Mare - Av. Paulista, 392 - Loja 32 e 43 - Bela Vista, São Paulo - SP, 01310-000, Brazil",São Paulo,SP,01310-000,(11) 94484-3002,+55 11 94484-3002,https://api.whatsapp.com/send/?phone=5511944843002&text&type=phone_number&app_absent=0,-23.568354499999998,-46.647171,electronics_store|store|point_of_interest|establishment
ChIJ0cfOzKlZzpQRA9owZeztNt0,JC Auto Reparo Mecânica automotiva,"Av. Gen. Olímpio da Silveira, 650 - Santa Cecilia, São Paulo - SP, 01150-000, Brazil",São Paulo,SP,01150-000,(11) 94236-1958,+55 11 94236-1958,,-23.531979,-46.6626611,car_repair|point_of_interest|establishment
ChIJhztNOGJZzpQRqbe0SHBD_4A,Serviços Automotivos Speed Car,"R. da Consolação, 1241 - Consolação, São Paulo - SP, 01301-100, Brazil",São Paulo,SP,01301-100,(11) 3256-4220,+55 11 3256-4220,,-23.549552499999997,-46.6529264,car_repair|point_of_interest|establishment
ChIJZU5fNbBZzpQRd_F1UWCJPy8,Via Car Auto Center,"R. Conselheiro Ramalho, 416 - Bela Vista, São Paulo - SP, 01324-001, Brazil",São Paulo,SP,01324-001,(11) 3582-0789,+55 11 3582-0789,,-23.5554851,-46.6447538,car_wash|car_repair|point_of_interest|establishment
ChIJ_7sZglJYzpQR4uAZwn1I-pI,Rev Car - Manuntenção de Carros,"R. Álvaro de Carvalho, 124 - Centro Histórico de São Paulo, São Paulo - SP, 01050-070, Brazil",São Paulo,SP,01050-070,(11) 3151-3963,+55 11 3151-3963,,-23.5485723,-46.6415091,car_repair|point_of_interest|establishment
ChIJhckQ9rRZzpQRmr5F282UeAw,Mecânica O Car Funilaria e Pintura,"R. Maj. Diogo, 764 - Bela Vista, São Paulo - SP, 01324-000, Brazil",São Paulo,SP,01324-000,(11) 3104-7463,+55 11 3104-7463,,-23.5579912,-46.642800199999996,car_repair|point_of_interest|establishment
ChIJe7esfLVRzpQRhxAH7INPmU4,Care Automotive - Lava Rápido & Funilaria Express,"R. Demóstenes, 102 - Brooklin, São Paulo - SP, 04601-070, Brazil",São Paulo,SP,04601-070,(11) 94030-2060,+55 11 94030-2060,https://www.carefunilaria.com.br/,-23.6136008,-46.6774632,car_repair|point_of_interest|establishment
ChIJA7HosMRZzpQR_Xg1cTa6yEI,AUTO KOREIA SÃO PAULO,"R. Amaral Gurgel, 360 - Vila Buarque, São Paulo - SP, 01221-000, Brazil",São Paulo,SP,01221-000,(11) 92153-6968,+55 11 92153-6968,,-23.5450882,-46.648015,car_repair|point_of_interest|establishment
ChIJ4yAcPgBZzpQRrZ7ZKx3fLk4,JOELSON CASSIMIRO OFICINA MECANICA,"R. Prof. Laerte Ramos de Carvalho, 61 - Bela Vista, São Paulo - SP, 01325-030, Brazil",São Paulo,SP,01325-030,(11) 98562-8126,+55 11 98562-8126,,-23.555418799999998,-46.6435603,car_repair|point_of_interest|establishment
ChIJxbRzP7pZzpQRPwDJ9DLIfv0,Centro Automotivo Mundial,"Av. Brigadeiro Luís Antônio, 1615 - Bela Vista, São Paulo - SP, 01317-002, Brazil",São Paulo,SP,01317-002,(11) 7777-8836,+55 11 7777-8836,,-23.5628764,-46.645283,car_repair|point_of_interest|establishment
ChIJ3b4X97JZzpQRZBZeGfyuRao,Auto Reparos,"R. Maj. Diogo, 258 - Bela Vista, São Paulo - SP, 01324-000, Brazil",São Paulo,SP,01324-000,,,,-23.5534011,-46.643273799999996,car_repair|point_of_interest|establishment
ChIJqX4fcQpZzpQRfum9Umul37I,Auto Serviços e Com Car-Rilho,"R. Bueno de Andrade - Liberdade, São Paulo - SP, 01526-000, Brazil",São Paulo,SP,01526-000,(11) 2935-9364,+55 11 2935-9364,,-23.5631117,-46.631508,car_repair|point_of_interest|establishment
ChIJz16vabRZzpQR8IRP3Jemm3o,Ocarro Auto Center 24 Horas | Carros & Caminhões | Mecânico | Auto Elétrica,"R. Dr. Luís Barreto, 159 - Bela Vista, São Paulo - SP, 01328-020, Brazil",São Paulo,SP,01328-020,(11) 95979-5301,+55 11 95979-5301,http://ocarroautocenter24horascarroscaminhoesmecanicoautoele.com/?utm_source=gmb&utm_medium=referral,-23.555854999999998,-46.6474203,car_repair|point_of_interest|establishment
ChIJfaZujUZYzpQRlBBSIxvhYz0,Ive Car,"R. Dr. Frederico Steidel, 137 - Santa Cecilia, São Paulo - SP, 01225-030, Brazil",São Paulo,SP,01225-030,(11) 99957-3846,+55 11 99957-3846,,-23.5402256,-46.6475398,car_repair|point_of_interest|establishment
ChIJh-TIXSJRzpQRzyEydip_c5w,Mr. Service Auto Repair Workshop,"Rua Alexandre Dumas, 846 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04717-001, Brazil",São Paulo,SP,04717-001,(11) 98888-2023,+55 11 98888-2023,https://www.mrservice.net.br/,-23.634533599999997,-46.699899699999996,car_repair|local_government_office|government_office|point_of_interest|establishment
ChIJN0rGZKpZzpQRqeeCIq69IpU,Mike Reparação Automotiva,"R. Maj. Diogo, 768 - Bela Vista, São Paulo - SP, 01324-000, Brazil",São Paulo,SP,01324-000,(11) 97665-8977,+55 11 97665-8977,,-23.558006,-46.642793,car_repair|point_of_interest|establishment
ChIJHXCO4nBZzpQR2c1DEA-3KFQ,reparos automotivos,"Av. Cruzeiro do Sul, 116 - Canindé, São Paulo - SP, 03033-020, Brazil",São Paulo,SP,03033-020,(11) 97384-5250,+55 11 97384-5250,,-23.530887800000002,-46.625347700000006,car_repair|point_of_interest|establishment
ChIJmRrfjK9ZzpQRrpcg5zf0HuI,ZOROCAR,"Condomínio Edifício Fortaleza - R. Humaitá, 161 - Bela Vista, São Paulo - SP, 01321-010, Brazil",São Paulo,SP,01321-010,95500-7386,+55 955007386,,-23.5593383,-46.6403228,car_repair|point_of_interest|establishment
ChIJGUaSSwBZzpQRvz-D3pccN0E,KIQUE's GARAGE,"R. Conselheiro Carrão, 115 - Bela Vista, São Paulo - SP, 01328-000, Brazil",São Paulo,SP,01328-000,(11) 3241-1818,+55 11 3241-1818,https://www.instagram.com/kiquesgarage?igsh=MWMwY2Rlc2RkYmtnMQ==,-23.557621299999997,-46.6433733,car_repair|point_of_interest|establishment
ChIJuZP21RhZzpQR_pCg-oCEugE,Mecânica e elétrica Riquelme,"Av. Cruzeiro do Sul, 676 - Canindé, São Paulo - SP, 03033-020, Brazil",São Paulo,SP,03033-020,(11) 94225-1040,+55 11 94225-1040,https://bryanriquelme.wixsite.com/mecnicaeautoeltrica,-23.525825899999997,-46.625158299999995,car_repair|point_of_interest|establishment
ChIJOQ9iIkhZzpQRf3Y-IaTb630,Roger-Car Reparação Automotiva,"R. Olímpio Portugal, 174 - Mooca, São Paulo - SP, 03112-010, Brazil",São Paulo,SP,03112-010,(11) 2796-3939,+55 11 2796-3939,,-23.5564282,-46.60169090000001,car_repair|point_of_interest|establishment
ChIJ7zkLyLNZzpQRsKFeZCEIMCE,Efarimafe Auto Vidros e Travas,"R. Manoel Dutra, 201 - Bela Vista, São Paulo - SP, 01328-010, Brazil",São Paulo,SP,01328-010,(11) 3283-5476,+55 11 3283-5476,,-23.555432099999997,-46.644941499999995,car_repair|point_of_interest|establishment
ChIJ5S0f_LhZzpQRtgdcnM1mrNw,santana autocenter,"Av. Nove de Julho, 856 - Bela Vista, São Paulo - SP, 01312-000, Brazil",São Paulo,SP,01312-000,(11) 98701-6414,+55 11 98701-6414,,-23.5512588,-46.6465963,car_repair|point_of_interest|establishment
ChIJR1iAuq1ZzpQRg5mB78nf-fs,Santos Centro Automotivo,"R. Genebra, 251 - Bela Vista, São Paulo - SP, 01316-010, Brazil",São Paulo,SP,01316-010,,,,-23.5531278,-46.6396374,car_repair|point_of_interest|establishment
ChIJEazbJ4tRzpQRARnD34J9ODQ,RP Car Service,"R. Caruxa, 222 - Vila Franca, São Paulo - SP, 05776-360, Brazil",São Paulo,SP,05776-360,(11) 96752-4615,+55 11 96752-4615,,-23.6365691,-46.7434972,car_repair|point_of_interest|establishment
ChIJI7Tch0xYzpQRWDlByGWsYFQ,Injet Service,"R. Martins Fontes, 386 - Centro Histórico de São Paulo, São Paulo - SP, 01050-000, Brazil",São Paulo,SP,01050-000,(11) 3257-1851,+55 11 3257-1851,,-23.549773599999998,-46.6459538,car_repair|point_of_interest|establishment
ChIJ-UdnPwBZzpQRFzrkGYMiKvI,Espeto car,"Bela Vista, São Paulo - State of São Paulo, 01006-030, Brazil",São Paulo,SP,01006-030,,,,-23.555771399999998,-46.639557100000005,car_repair|point_of_interest|establishment
ChIJ_9rgjyn4zpQRKcVPWuhMNtQ,Auto fran car comercial,"R. Apolônio Meira, 101 - 02563060, São Paulo - SP, 02563-060, Brazil",São Paulo,SP,02563-060,(11) 3858-1899,+55 11 3858-1899,,-23.4903548,-46.6721826,car_repair|point_of_interest|establishment
ChIJy7BHhDNUzpQRBwaXgYLPgb0,Francar Autos,"Estr. do Jaguaré, 26 - Jardim Sao Mateus, São Paulo - SP, 06765-170, Brazil",São Paulo,SP,06765-170,(11) 97524-2506,+55 11 97524-2506,,-23.5951718,-46.762077999999995,car_repair|point_of_interest|establishment
ChIJY5hvaptXzpQRaB1eb3PFM6A,Moura Serviços Automotivos,"Rua Henrique Schaumann, 716 - Pinheiros, São Paulo - SP, 05413-011, Brazil",São Paulo,SP,05413-011,(11) 3088-5616,+55 11 3088-5616,http://mouraserviços.com/?utm_source=gmb&utm_medium=referral,-23.558721199999997,-46.6813618,electrician|car_repair|point_of_interest|establishment
ChIJwfltd21YzpQRtrThvOzvIBM,Lou Car Auto Center,"Av. Rudge, 286 - Bom Retiro, São Paulo - SP, 01134-000, Brazil",São Paulo,SP,01134-000,,,https://www.facebook.com/pages/Lou-Car-Auto-Center/1537778639825671?ref=hl,-23.5252768,-46.649007,car_repair|point_of_interest|establishment
ChIJUQKwHwdYzpQRNFPOxun6nlA,Casarine Car Service,"Rua Quirino dos Santos, 230 - Várzea da Barra Funda, São Paulo - SP, 01141-020, Brazil",São Paulo,SP,01141-020,(11) 3822-4481,+55 11 3822-4481,http://casarinecarservice.com.br/,-23.522671499999998,-46.664384,car_repair|point_of_interest|establishment
ChIJoeApUaRQzpQRQCtlfAFiz8U,Care Lava Rápido,"R. Demóstenes, 102 - Campo Belo, São Paulo - SP, 04601-070, Brazil",São Paulo,SP,04601-070,(11) 94030-2060,+55 11 94030-2060,https://www.careautomotive.com.br/,-23.6136008,-46.6774632,car_wash|point_of_interest|establishment
ChIJMTscZ65ZzpQRxWJ8xK436vc,Auto Spa Delivery,"Rua Conceição de Monte Alegre, 107 - Conjunto 101B - Bela Vista, Monções - SP, 04563-060, Brazil",Monções,SP,04563-060,(11) 2450-7911,+55 11 2450-7911,,-23.555771399999998,-46.639557100000005,car_repair|point_of_interest|establishment
ChIJp0-U1JT1zpQRWe8DOVQHZhQ,Clini-Car,"R. Francisco Alves Bezerra, 1531 - Jardim Brasil, São Paulo - SP, 02228-001, Brazil",São Paulo,SP,02228-001,(11) 2936-9676,+55 11 2936-9676,,-23.472718099999998,-46.5739713,car_repair|point_of_interest|establishment
ChIJPVdI-QlZzpQR5N4vA0oc-Ok,CW Car - Auto Dealer and Repairs,"R. Bueno de Andrade, 118 - Aclimação, São Paulo - SP, 01526-000, Brazil",São Paulo,SP,01526-000,(11) 3277-0400,+55 11 3277-0400,,-23.561244799999997,-46.631655599999995,car_repair|point_of_interest|establishment
ChIJcQAUcFpYzpQRrfPEUUzQV1I,Assistência Técnica Sound Car Multimarcas,"Santa Ifigênia, São Paulo - State of São Paulo, 01028-010, Brazil",São Paulo,SP,01028-010,(11) 3224-9875,+55 11 3224-9875,,-23.5395881,-46.6384991,car_repair|point_of_interest|establishment
ChIJ16vtyrpZzpQRIuIk-GhyHDs,CPCar Mecânica Bela Vista,"R. Martiniano de Carvalho, 306 - Bela Vista, São Paulo - SP, 01321-001, Brazil",São Paulo,SP,01321-001,(11) 3262-1821,+55 11 3262-1821,https://w.app/ni40rj,-23.5614849,-46.641717899999996,car_repair|point_of_interest|establishment
ChIJnyqxAzn9zpQRtoEI_hUr-ws,Mecânica e Auto elétrico 24 horas Car Tech,"Estr. Cel. José Gladiador, 2856 - Parque Anhangüera, São Paulo - SP, 05267-000, Brazil",São Paulo,SP,05267-000,(11) 99946-2382,+55 11 99946-2382,https://www.cartechautocenter.com.br/,-23.4492835,-46.796743199999995,car_repair|point_of_interest|establishment
ChIJN-9pc25RzpQRQg9ejOp28p0,RR CAR - ESTACIONAMENTO E ESTÉTICA AUTOMOTIVA,"Rua Édison, 1319 - Campo Belo, São Paulo - SP, 04618-035, Brazil",São Paulo,SP,04618-035,(11) 98599-7242,+55 11 98599-7242,,-23.6253437,-46.6709605,parking|car_repair|point_of_interest|establishment
ChIJzQf09jZZzpQR22ztEZf1Fio,Job Car Service,"R. Martiniano de Carvalho, 40 - Bela Vista, São Paulo - SP, 01321-000 - Bela Vista, São Paulo - SP, 01320-020, Brazil",São Paulo,SP,01320-020,(11) 3101-7041,+55 11 3101-7041,https://sites.google.com/view/job-car-service/home-page?authuser=1,-23.5633967,-46.641057499999995,car_repair|point_of_interest|establishment
ChIJwfGMJBlZzpQRBpYsjQIkiMs,Maxipark,"R. Domingos Paiva, 100 - Brás, São Paulo - SP, 03043-070, Brazil",São Paulo,SP,03043-070,(11) 4689-1001,+55 11 4689-1001,http://www.maxipark.com.br/,-23.544641,-46.6175954,car_repair|point_of_interest|establishment
ChIJryk2YE77zpQRQdKTsHvcghE,Ney Car Estética automotiva,"R. Joséfa Fontoura, 87 - Jaraguá, São Paulo - SP, 02992-180, Brazil",São Paulo,SP,02992-180,(11) 99738-5403,+55 11 99738-5403,,-23.4515182,-46.7278899,car_repair|point_of_interest|establishment
ChIJZU21u7BZzpQRcbanUBiOzi4,Centro Automotivo - RZ Car,"R. Treze de Maio, 835 - Bela Vista, São Paulo - SP, 01327-000, Brazil",São Paulo,SP,01327-000,(11) 3473-6053,+55 11 3473-6053,,-23.560678,-46.6455304,car_repair|point_of_interest|establishment
ChIJb7ctirdQzpQR36i_9-er0Rg,Gomieri Serv de Loc de Auto,"R. São João Brito, 66 - Cidade Monções, São Paulo - SP, 04566-070, Brazil",São Paulo,SP,04566-070,(11) 97278-8422,+55 11 97278-8422,,-23.6134625,-46.6866355,point_of_interest|establishment
ChIJk3Gl8oZZzpQRtBRhrdUw5jc,Borracharia do Antônio -,"R. Humaitá, 131 - Bela Vista, São Paulo - SP, 01321-010, Brazil",São Paulo,SP,01321-010,(11) 98681-3723,+55 11 98681-3723,,-23.559467299999998,-46.640081599999995,car_repair|point_of_interest|establishment
ChIJU9Dz8BRPzpQR9Z49DdpLXMg,Injecar Auto Service,"Rua Rosália Grisi Sandoval, 120 - Parque America, São Paulo - SP, 04841-060, Brazil",São Paulo,SP,04841-060,(11) 5939-2823,+55 11 5939-2823,,-23.7366188,-46.6918405,car_repair|point_of_interest|establishment
ChIJi6aCvVhRzpQRKG-iLIEBbPI,Jura Car Funilaria Pintura,"Rua Ricardina Campello Fonseca Rodrigues, 250 - Vila Franca, São Paulo - SP, 05776-500, Brazil",São Paulo,SP,05776-500,(11) 98330-8581,+55 11 98330-8581,,-23.638471499999998,-46.7471386,car_repair|point_of_interest|establishment
ChIJrXSs8UxXzpQRTiNQ_vKmBZo,Criscar Auto Electrical and Mechanical,"R. Carapina, 60 - Brooklin Novo, São Paulo - SP, 04557-060, Brazil",São Paulo,SP,04557-060,(11) 2366-9306,+55 11 2366-9306,https://criscarautos.com.br/,-23.6000604,-46.6853326,car_repair|point_of_interest|establishment
ChIJhZXS5bVZzpQRs7GAbcXR5hU,Ita Car Centro Automotivo,"R. Rocha, 261 - Bela Vista, São Paulo - SP, 01330-000, Brazil",São Paulo,SP,01330-000,(11) 3288-0312,+55 11 3288-0312,,-23.5585597,-46.649586299999996,car_repair|point_of_interest|establishment
ChIJv2hlMnJZzpQRt0u4rGVuJeU,Auto Giro,"Av. Paulista, 171 - Andar, 4 - Bela Vista, São Paulo - SP, 01311-904, Brazil",São Paulo,SP,01311-904,(69) 99927-7837,+55 69 99927-7837,https://www.lojaautogiro.com.br/,-23.570328,-46.646204,car_repair|point_of_interest|establishment
ChIJK1eAltlZzpQR6QeP3HTn3CM,Sibba Car Estética Automotiva,"R. Asdrúbal do Nascimento, 294 - Bela Vista, São Paulo - SP, 01316-030, Brazil",São Paulo,SP,01316-030,(11) 94774-8721,+55 11 94774-8721,,-23.5520869,-46.6379938,car_repair|point_of_interest|establishment
ChIJCcRYca5ZzpQRs2VbyR5-Ljc,Pitstop - Bela Vista,"R. Santo Amaro, 633 - Bela Vista, São Paulo - SP, 01315-001, Brazil",São Paulo,SP,01315-001,,,,-23.5552399,-46.6400575,car_repair|point_of_interest|establishment
ChIJGSUW_lFbzpQRpBDcaK6tlCs,Auto center universal mecanica em geral e ar condicionadoe cambio automatico e maual,"R. Ouvidor Peleja, 912 - Vila Mariana, São Paulo - SP, 04128-001, Brazil",São Paulo,SP,04128-001,(11) 5584-9472,+55 11 5584-9472,,-23.6030852,-46.6276991,car_repair|point_of_interest|establishment
ChIJURNm4HL4zpQRHX0H7dBqXyU,ACF Performance,"Av. Dr. Ricardo Jafet, 1050 - Ipiranga, São Paulo - SP, 04260-000, Brazil",São Paulo,SP,04260-000,(11) 98449-6047,+55 11 98449-6047,http://acfperformance.com/,-23.5853917,-46.618752199999996,car_repair|point_of_interest|establishment
ChIJo7sgZXhZzpQRAnG66MAbHuo,Speed Car NS,"R. Santo Antônio, 1218 - Bela Vista, São Paulo - SP, 01314-001, Brazil",São Paulo,SP,01314-001,(11) 93256-2303,+55 11 93256-2303,,-23.555386100000003,-46.648113099999996,car_repair|point_of_interest|establishment
ChIJ8bKkY1NFzpQRnpcOOW7ei2E,Fix Car Auto Peças e Serviços,"R. Hermenegildo Martini, 240 - Jardim Martini, São Paulo - SP, 04438-280, Brazil",São Paulo,SP,04438-280,(11) 5564-5267,+55 11 5564-5267,,-23.6749191,-46.6655198,car_repair|point_of_interest|establishment
ChIJQVsJ7bRZzpQR9ikwvTp2ric,Mecânica O-Car,"R. Santo Antônio, 1116 - Bela Vista, São Paulo - SP, 01314-001, Brazil",São Paulo,SP,01314-001,(11) 3104-7463,+55 11 3104-7463,,-23.554467199999998,-46.6477514,car_repair|point_of_interest|establishment
